folio_hash,estatus_pago,mes_ingreso_factura,tipo_suministro,region,tipo_dispositivo,coordinacion_administrativa,estado,municipio,fecha_instalacion,dias_pagar_junio,dias_pendientes,monto_reactivacion_mes_pausa,dias_mes,precio_unitario,precio_por_dia,dias_facturar,reactivacion_marzo,reactivacion_abril,reactivacion_mayo,reactivacion_junio,renta_junio_total,iva_16,total
F-B785A14880,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,11/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-2D1AF9E8C7,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTÉMOC,10/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-5A925555B4,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Teclado y raton inalambricos,CDMX,CIUDAD DE MEXICO,CUAUHTEMOC,29/01/2025,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-B80CDD4F7F,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,19/12/2023,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-BAB1251D68,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGSI,CIUDAD DE MEXICO,CUAUHTEMOC,11/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-FCBA9ABCB9,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEAI,CIUDAD DE MEXICO,ALVARO OBREGON,17/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-04FB275032,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,24/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-C2875FA4B4,AUTORIZADO,OCT_24,,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/12/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-06D0F070D6,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,30/01/2025,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-CF8DACCCC5,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,07/03/2023,26,4,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-E99FDB1BA2,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,02/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-65505A790D,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-86876E0B73,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,27/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0691B13A00,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CECC,CIUDAD DE MEXICO,CUAUHTÉMOC,28/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0592A529DA,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_COAH,COAHUILA,TORREON,25/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-5F977EC6A5,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_COAH,COAHUILA,TORREÓN,26/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0A2C3A7689,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_OAX,OAXACA,SALINA CRUZ,28/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9B880C7107,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_SON,SONORA,HERMOSILLO,26/04/2023,20,10,,30,$607.34,$20.24,20,$-,$-,$-,$-,$404.89,$64.78,$469.68
F-FC726BACFE,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,19/12/2023,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-9E2BB25D26,AUTORIZADO,ENERO_25,,1,Teclado y raton inalambricos,SA_CDMX,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,08/05/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-B3CB50DA43,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_SON,SONORA,NAVOJOA,09/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-23BDB14DD4,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_SON,SONORA,HERMOSILLO,10/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-9ADD22488A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CAOF,CIUDAD DE MEXICO,CUAUHTEMOC,23/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-AFD307FE3B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,10/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-15343035C7,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,28/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-2147EDA9B8,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTÉMOC,22/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-51BC228F90,PAUSADO (MAYO 2026),JUNIO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,02/05/2025,,12,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-F5B34842C2,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CGSP,SONORA,HERMOSILLO,20/02/2024,20,10,,30,$29.68,$0.99,20,$-,$-,$-,$-,$19.79,$3.17,$22.95
F-DB20ACD272,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_CHIS,CHIAPAS,TAPACHULA,04/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D84A31AEA9,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_QROO,QUINTANA ROO,BENITO JUÁREZ,25/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-DD5189EFF8,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,ENSENADA,26/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-11574ADECE,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_EDOMEX,MEXICO,TLALNEPANTLA DE BAZ,03/10/2023,,5,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-55741FCDAA,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_COL,COLIMA,COLIMA,11/01/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-8705687945,PAUSADO (JUNIO 2026),ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,16,14,,30,$91.12,$3.04,16,$-,$-,$-,$-,$48.60,$7.78,$56.37
F-42FEB4CBF1,PAUSADO (MAYO 2026),OCT_24,,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/12/2023,,9,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-665BB713C2,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,PUNGARABATO,29/05/2023,,,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-27B6C83765,AUTORIZADO,NOV_24,,2,Computadora de Escritorio Estandar,SA_SIN,SINALOA,MAZATLAN,04/11/2024,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-02CC515BEC,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_SLP,SAN LUIS POTOSI,SAN LUIS POTOSÍ,21/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-AC378344BD,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,CFPF,CIUDAD DE MEXICO,CUAUHTEMOC,16/12/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-486BA1C7D9,AUTORIZADO,,"""776""_INICIAL",1,Computadora Portatil Estandar,DGRHO,CIUDAD DE MEXICO,CUAUHTEMOC,16/06/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-3ACF4C56DF,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_NAY,NAYARIT,TEPIC,17/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-90A0432011,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_VER,VERACRUZ,VERACRUZ,26/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-98BACCF3EA,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CGSP,OAXACA,SAN BARTOLO COYOTEPEC,26/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-83BF52ABD6,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Teclado y raton inalambricos,INACIPE,CIUDAD DE MEXICO,TLALPAN,25/03/2025,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-124D9A5AF7,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRHO,CIUDAD DE MEXICO,CUAUHTÉMOC,12/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-1F510D05BF,AUTORIZADO,JUNIO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,INACIPE,CIUDAD DE MEXICO,TLALPAN,02/05/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-9D54699119,PAUSADO (MAYO 2026),NOV_24,,1,Teclado y raton inalambricos,CA_FEMDH,CIUDAD DE MEXICO,MIGUEL HIDALGO,13/03/2024,,9,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-5861BB1A6E,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_MICH,MICHOACAN,MORELIA,23/01/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-12476B76A4,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_COL,COLIMA,COLIMA,07/06/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-E9D0DD20F6,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,12/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-E30C0FAC40,AUTORIZADO,ENERO_25,,1,Computadora Portatil Estandar,URAMYDF,CIUDAD DE MEXICO,MIGUEL HIDALGO,18/12/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-D2502FC7EF,PAUSADO (MAYO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-41E0A00FA7,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,28/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9FDF20E6CF,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,27/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-07F1DE2B93,AUTORIZADO,FEB-MAY_23,FASE INICIAL,JALISCO,Computadora de Escritorio Estandar,CGSP,JALISCO,GUADALAJARA,17/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-E7B4711864,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CDMX,CIUDAD DE MEXICO,CUAUHTEMOC,09/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-5CA9D12BD7,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,17/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-F5D543A081,PAUSADO (JUNIO 2026),ENERO_2026,BAJO DEMANDA,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,11/12/2025,16,14,,30,$29.68,$0.99,16,$-,$-,$-,$-,$15.83,$2.53,$18.36
F-4440209E45,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_QRO,QUERETARO,QUERETARO,12/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-22BFDCC392,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,27/03/2023,15,15,,30,$607.34,$20.24,15,$-,$-,$-,$-,$303.67,$48.59,$352.26
F-F2F7EFEE8E,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_VER,VERACRUZ,VERACRUZ,26/09/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-45E2FAA43D,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,03/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D6C52A5808,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,27/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-E379958868,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,DGCRAM,CIUDAD DE MEXICO,MIGUEL HIDALGO,28/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-2AEF2C0521,AUTORIZADO,OCT_24,,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,07/12/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-A2E3AADDA1,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,TOLUCA,28/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-DA8B86CF2C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-F0AB7D4F51,AUTORIZADO,MAYO_25,BAJO DEMANDA,1,Teclado y raton inalambricos,CDMX,CIUDAD DE MEXICO,XOCHIMILCO,05/12/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-8690C583A0,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_EDOMEX,MEXICO,TEXCOCO,19/10/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-440DF5D767,AUTORIZADO,AGOSTO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,03/06/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-45A854EA29,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora de Escritorio Estandar,SA_SON,SONORA,CABORCA,08/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3DCF95C4BD,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTÉMOC,02/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-669DAD2CBA,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTÉMOC,01/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-FCC4081833,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,28/03/2023,,9,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-704B2B7CB0,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,TOLUCA,10/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-8DD78563AD,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_COL,COLIMA,COLIMA,26/06/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-ACF8F9659D,AUTORIZADO,AGOSTO_25,BAJO DEMANDA,1,Monitor 24 pulgadas,CDMX,CIUDAD DE MEXICO,IZTAPALAPA,05/08/2025,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-CFA15AEACC,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,17/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-3F7A0B3FCC,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,27/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-53E6EBF5BF,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTÉMOC,04/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-F5ADF0DD91,AUTORIZADO,AGOSTO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,20/05/2025,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-FBCD88A60F,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CFSPC,CIUDAD DE MEXICO,CUAUHTÉMOC,13/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3734344123,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,28/04/2023,,,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-89C5E74DF7,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SJAI,CIUDAD DE MEXICO,CUAUHTEMOC,23/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-5105B2321E,PAUSADO (JUNIO 2026),JULIO_25,BAJO DEMANDA,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,12/06/2025,15,15,,30,$91.12,$3.04,15,$-,$-,$-,$-,$45.56,$7.29,$52.85
F-D1440F1762,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,28/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-2D00C11821,AUTORIZADO,NOV_24,,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,01/08/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-4F1A419DD6,AUTORIZADO,ENERO_2026,BAJO DEMANDA,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,11/12/2025,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-A31DCD95A6,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,16/03/2023,,,,30,$607.34,$20.24,4,$-,$-,$-,$-,$80.98,$12.96,$93.94
F-13FAB1F618,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,10/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-2F75B4C877,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,30/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-5BC657BE7F,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_DGO,DURANGO,DURANGO,31/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-EF57EE7386,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_HGO,HIDALGO,PACHUCA DE SOTO,13/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-1C1931F8E6,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,27/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-F4F97B4A4E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_SLP,SAN LUIS POTOSI,SAN LUIS POTOSÍ,25/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0BC69FC1D2,PAUSADO (MAYO 2026),ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-46DFAB351E,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRMSG,CIUDAD DE MEXICO,CUAUHTÉMOC,15/03/2023,26,4,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-B4A75DCBE4,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_COL,COLIMA,MANZANILLO,27/06/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-B5AA2AAAD0,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,NAUCALPAN DE JUAREZ,11/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-B33D02AAF3,AUTORIZADO,NOV_24,,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,24/09/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-40FDE3833A,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,29/04/2023,,,,30,$607.34,$20.24,26,$-,$-,$-,$-,$526.36,$84.22,$610.58
F-203D2F524D,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_JAL,JALISCO,GUADALAJARA,03/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3EAB19DF90,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_MICH,MICHOACAN,MORELIA,18/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
